broad_category,shallow_category_name,Type,Color,Pattern Type,Length,Fit Type,Neckline,Sleeve Length,Sleeve Type,Hem Shaped,Waist Line,Details,Style
TOPS,Women T-Shirts,-,grey,plain,crop,slim fit,scoop neck,long sleeve,regular sleeve,-,-,drawstring,casual
TOPS,Women Tank Tops & Camis,cami,grey,plain,crop,slim fit,spaghetti strap,-,-,-,-,-,casual
TOPS,Women Tops,-,green,plain,crop,slim fit,collar,long sleeve,regular sleeve,-,-,button,casual
TOPS,Women T-Shirts,-,dusty blue,plain,crop,regular fit,notched,long sleeve,bishop sleeve,-,-,-,casual
TOPS,Women Knit Tops,-,dusty blue,plain,crop,slim fit,round neck,three quarter length sleeve,drop shoulder,-,-,-,casual
TOPS,Women Tank Tops & Camis,cami,dusty blue,-,crop,regular fit,spaghetti strap,-,-,-,-,criss cross|contrast binding,casual
TOPS,Women T-Shirts,-,dark grey,colorblock,crop,slim fit,stand collar,long sleeve,regular sleeve,-,-,zipper,casual
TOPS,Women T-Shirts,-,dark green,plain,crop,slim fit,scoop neck,long sleeve,split sleeve,-,-,lettuce trim|split|tie back,casual
TOPS,Women Knit Tops,-,coffee brown,-,crop,slim fit,spaghetti strap,sleeveless,-,-,-,backless|lace up,casual
TOPS,Women T-Shirts,-,chocolate brown,butterfly,crop,slim fit,notched,short sleeve,regular sleeve,-,-,button,casual
TOPS,Women T-Shirts,-,chocolate brown,plain,crop,slim fit,round neck,cap sleeve,regular sleeve,-,-,rib-knit,casual
TOPS,Women Knit Tops,-,blue,plain,crop,slim fit,halter,sleeveless,-,-,-,twist|rib-knit,casual
TOPS,Women Tank Tops & Camis,tank,blue,plain,crop,slim fit,round neck,-,-,asymmetrical,-,asymmetrical|rib-knit,casual
TOPS,Women T-Shirts,-,black and white,plain,crop,slim fit,high neck,long sleeve,regular sleeve,-,-,rib-knit,casual
TOPS,Women T-Shirts,-,black and white,tie dye,crop,regular fit,stand collar,short sleeve,regular sleeve,-,-,rib-knit,casual
TOPS,Women Tops,-,black,plain,crop,slim fit,one shoulder,long sleeve,regular sleeve,-,-,drawstring|rib-knit,casual
TOPS,Women Tops,-,black,plain,crop,slim fit,one shoulder,sleeveless,-,-,-,rib-knit,casual
TOPS,Women Tank Tops & Camis,tank,black,plain,crop,slim fit,round neck,-,-,-,-,asymmetrical,casual
TOPS,Women Tank Tops & Camis,tank,black,plain,crop,slim fit,round neck,-,-,-,-,criss cross|tie back|rib-knit,casual
TOPS,Women T-Shirts,-,black,plain,crop,slim fit,round neck,long sleeve,regular sleeve,-,-,-,casual
TOPS,Women T-Shirts,-,black,butterfly,crop,slim fit,round neck,cap sleeve,regular sleeve,-,-,rhinestone,casual
TOPS,Women T-Shirts,-,black,plain,crop,slim fit,round neck,cap sleeve,regular sleeve,-,-,-,casual
TOPS,Women T-Shirts,-,black,letter|animal,crop,slim fit,round neck,cap sleeve,regular sleeve,-,-,-,casual
TOPS,Women T-Shirts,-,black,graphic|heart,crop,slim fit,round neck,long sleeve,regular sleeve,-,-,rhinestone,casual
TOPS,Women Tank Tops & Camis,tank,black,plain,crop,slim fit,scoop neck,-,-,asymmetrical,-,asymmetrical,casual
TOPS,Women Tank Tops & Camis,tank,black,letter|halloween,crop,slim fit,scoop neck,-,-,-,-,rib-knit,casual
TOPS,Women Tops,-,black,plain,crop,regular fit,scoop neck,long sleeve,bishop sleeve,-,-,-,casual
TOPS,Women Knit Tops,-,black,-,crop,slim fit,scoop neck,short sleeve,regular sleeve,-,-,rib-knit|contrast binding|button front,casual
TOPS,Women Knit Tops,-,black,geometric|all over print,crop,regular fit,spaghetti strap,sleeveless,-,-,-,-,casual
TOPS,Women Knit Tops,-,black,plain,crop,regular fit,spaghetti strap,sleeveless,-,-,-,-,casual
TOPS,Women Tank Tops & Camis,tank,black,plain,crop,slim fit,square neck,-,-,asymmetrical,-,contrast lace,casual
TOPS,Women T-Shirts,-,black,plain,crop,slim fit,square neck,long sleeve,regular sleeve,-,-,rib-knit,casual
TOPS,Women T-Shirts,-,black,plain,crop,slim fit,stand collar,long sleeve,regular sleeve,-,-,-,casual
TOPS,Women Tank Tops & Camis,tank,black,plain,crop,slim fit,v neck,-,-,-,-,-,casual
TOPS,Women Tops,-,black,plain,crop,slim fit,v neck,long sleeve,regular sleeve,-,-,contrast mesh|sheer|wrap,casual
TOPS,Women Knit Tops,-,beige,colorblock,crop,regular fit,round neck,short sleeve,regular sleeve,-,-,-,casual
TOPS,Women Knit Tops,-,beige,plain,crop,slim fit,spaghetti strap,sleeveless,-,-,-,rib-knit,casual
TOPS,Women Knit Tops,-,beige,plain,crop,slim fit,spaghetti strap,sleeveless,-,-,-,lace up|wrap|rib-knit,casual
TOPS,Women Knit Tops,-,beige,plain,crop,regular fit,square neck,short sleeve,regular sleeve,-,-,-,casual
TOPS,Women Knit Tops,-,beige,plain,crop,regular fit,sweetheart,short sleeve,raglan sleeve,-,-,rib-knit,casual
TOPS,Women T-Shirts,-,beige,plain,crop,regular fit,v neck,long sleeve,regular sleeve,-,-,-,casual
TOPS,Women Blouses,top,beige,floral,crop,regular fit,v neck,long sleeve,bishop sleeve,-,-,knot,casual
TOPS,Women Knit Tops,-,baby pink,floral,crop,slim fit,round neck,short sleeve,regular sleeve,-,-,-,casual
TOPS,Women Knit Tops,-,baby blue,plain,crop,slim fit,scoop neck,sleeveless,-,-,-,contrast lace,casual
TOPS,Women Knit Tops,-,army green,plain,crop,regular fit,halter,sleeveless,-,-,-,button|tie back,casual
TOPS,Women Knit Tops,-,army green,plain,crop,slim fit,halter,sleeveless,-,-,-,backless|tie back|rib-knit,casual
TOPS,Women Tank Tops & Camis,tank,army green,plain,crop,regular fit,notched,-,-,-,-,rib-knit,casual
TOPS,Women Tank Tops & Camis,tank,apricot,plain,crop,slim fit,round neck,-,-,-,-,-,casual
TOPS,Women Knit Tops,-,apricot,plain,crop,slim fit,round neck,cap sleeve,regular sleeve,-,-,criss cross|tie back|rib-knit,casual
TOPS,Women Tank Tops & Camis,tank,apricot,letter|graphic,crop,slim fit,scoop neck,-,-,-,-,embroidery|rib-knit,casual
TOPS,Women T-Shirts,-,apricot,butterfly,crop,slim fit,stand collar,short sleeve,regular sleeve,-,-,-,casual
TOPS,Women Knit Tops,-,apricot,plain,crop,slim fit,v neck,short sleeve,regular sleeve,-,-,sheer,casual
TOPS,Women Bodysuits,shirt,white,plain,-,skinny,collar,long sleeve,regular sleeve,-,natural,button front,casual
TOPS,Women Bodysuits,tee,white,plain,-,skinny,high neck,long sleeve,regular sleeve,-,natural,-,casual
TOPS,Women Bodysuits,tee,white,plain,-,skinny,high neck,long sleeve,regular sleeve,-,natural,-,casual
TOPS,Women Bodysuits,other,white,plain,-,skinny,one shoulder,sleeveless,-,-,natural,-,casual
TOPS,Women Bodysuits,tee,white,plain,-,skinny,scoop neck,long sleeve,regular sleeve,-,-,ruched,casual
TOPS,Women Bodysuits,tank,white,plain,-,skinny,scoop neck,sleeveless,-,-,natural,button|rib-knit,casual
TOPS,Women Bodysuits,tank,white,plain,-,-,scoop neck,sleeveless,-,-,natural,-,casual
TOPS,Women Bodysuits,tank,white,plain,-,skinny,stand collar,sleeveless,-,-,-,rib-knit,casual
TOPS,Women Bodysuits,tee,white,plain,-,skinny,stand collar,long sleeve,regular sleeve,-,natural,-,casual
TOPS,Women Bodysuits,cami,multicolor,plain,-,skinny,asymmetrical neck|round neck,sleeveless,-,-,natural,cut out|rib-knit,casual
TOPS,Women Bodysuits,tee,multicolor,floral|all over print,-,skinny,high neck,long sleeve,regular sleeve,-,-,-,casual
TOPS,Women Bodysuits,tank,multicolor,plain,-,skinny,one shoulder|round neck|notched|scoop neck,sleeveless,-,-,natural,rib-knit,casual
TOPS,Women Bodysuits,cami|tank,multicolor,plain,-,regular fit,round neck,sleeveless,-,-,natural,-,casual
TOPS,Women Bodysuits,tee,multicolor,plain,-,skinny,round neck,long sleeve,regular sleeve,-,-,-,casual
TOPS,Women Bodysuits,tee,multicolor,graphic,-,skinny,round neck,long sleeve,regular sleeve,-,natural,-,casual
TOPS,Women Bodysuits,tank,multicolor,plain,-,skinny,scoop neck,sleeveless,-,-,natural,rib-knit,casual
TOPS,Women Bodysuits,tee,multicolor,all over print,-,skinny,stand collar,long sleeve,regular sleeve,-,natural,cut out|sheer,casual
TOPS,Women Bodysuits,other,multicolor,marble,-,skinny,stand collar,long sleeve,regular sleeve,-,natural,sheer,casual
TOPS,Women Bodysuits,tee,multicolor,marble,-,skinny,stand collar,short sleeve,regular sleeve,-,natural,-,casual
TOPS,Women Bodysuits,tee,multicolor,letter|figure,-,skinny,stand collar,cap sleeve,regular sleeve,-,natural,lettuce trim,casual
TOPS,Women Bodysuits,tank,mocha brown,plain,-,skinny,stand collar,sleeveless,-,-,natural,-,casual
TOPS,Women Bodysuits,tee,dark grey,plain,-,skinny,notched,long sleeve,regular sleeve,-,natural,rib-knit|button front,casual
TOPS,Women Bodysuits,tank,coffee brown,plain,-,skinny,square neck,sleeveless,-,-,natural,-,casual
TOPS,Women Bodysuits,tee,black and white,plain,-,skinny,high neck,long sleeve,-,-,natural,rib-knit,casual
TOPS,Women Bodysuits,tank,black and white,colorblock,-,skinny,round neck,sleeveless,-,-,natural,rib-knit,casual
TOPS,Women Bodysuits,tank,black,plain,-,-,high neck,sleeveless,-,-,natural,-,casual
TOPS,Women Bodysuits,tee,black,plain,-,skinny,notched,long sleeve,regular sleeve,-,natural,zipper|rib-knit,casual
TOPS,Women Bodysuits,other,black,crocodile,-,skinny,one shoulder,sleeveless,-,-,natural,-,casual
TOPS,Women Bodysuits,tank,black,plain,-,skinny,round neck,sleeveless,-,-,natural,-,casual
TOPS,Women T-Shirts,-,black,plain,-,slim fit,scoop neck,long sleeve,-,-,-,button,casual
TOPS,Women Bodysuits,cami,black,plain,-,skinny,spaghetti strap,sleeveless,-,-,natural,rib-knit,casual
TOPS,Women Bodysuits,tee,black,plain,-,skinny,square neck,long sleeve,regular sleeve,-,natural,-,casual
TOPS,Women Bodysuits,tee,black,plain,-,skinny,stand collar,long sleeve,regular sleeve,-,natural,-,casual
TOPS,Women Bodysuits,tee,black,plain,-,skinny,stand collar,long sleeve,regular sleeve,-,natural,rib-knit,casual
TOPS,Women Bodysuits,tee,black,plain,-,skinny,sweetheart,long sleeve,regular sleeve,-,natural,rib-knit,casual
TOPS,Women Bodysuits,tee,black,plain,-,skinny,v neck,long sleeve,regular sleeve,-,natural,-,casual
TOPS,Women Bodysuits,other,apricot,plain,-,skinny,off the shoulder,long sleeve,flounce sleeve,-,natural,ruffle|frill,casual
TOPS,Women Blouses,peplum,dusty pink,all over print,regular,regular fit,round neck,short sleeve,flounce sleeve,flared,-,ruffle hem,cute
TOPS,Women Tops,-,white,plain,crop,regular fit,v neck,short sleeve,puff sleeve,flared,-,knot|ruffle hem,cute
TOPS,Women Blouses,top,white,plain,regular,regular fit,collar,long sleeve,regular sleeve,-,-,twist,elegant
TOPS,Women Blouses,shirt,white,plain,regular,regular fit,collar,long sleeve,drop shoulder,-,-,button front,elegant
TOPS,Women Blouses,shirt,white,plain,regular,regular fit,collar,long sleeve,regular sleeve,-,-,pocket|button front,elegant
TOPS,Women Blouses,top,white,plain,regular,regular fit,round neck,long sleeve,bishop sleeve,-,-,-,elegant
TOPS,Women Tank Tops & Camis,cami,white,plain,regular,slim fit,spaghetti strap,-,-,-,-,contrast lace|rib-knit,elegant
TOPS,Women Tops,-,white,plain,regular,regular fit,stand collar,long sleeve,bishop sleeve,-,-,contrast lace|contrast mesh|sheer,elegant
TOPS,Women Blouses,top,multicolor,all over print,regular,regular fit,round neck,long sleeve,bishop sleeve,-,-,button,elegant
TOPS,Women T-Shirts,-,multicolor,leopard,regular,slim fit,stand collar,long sleeve,regular sleeve,-,-,-,elegant
TOPS,Women Blouses,top,multicolor,heart|all over print,regular,regular fit,tie neck,long sleeve,regular sleeve,-,-,tie front,elegant
TOPS,Women Blouses,top,hot pink,plain,regular,regular fit,notched,long sleeve,regular sleeve,-,-,-,elegant
TOPS,Women Blouses,top,dusty pink,leopard,regular,regular fit,round neck,sleeveless,-,-,-,-,elegant
TOPS,Women Blouses,top,dark green,plain,regular,regular fit,asymmetrical neck,short sleeve,-,-,-,asymmetrical|knot,elegant
TOPS,Women Blouses,top,dark green,plain,regular,regular fit,cowl neck,long sleeve,flounce sleeve,-,-,ruffle|draped,elegant
TOPS,Women Blouses,top,burgundy,plain,regular,regular fit,stand collar,long sleeve,bishop sleeve,-,-,button|pleated,elegant
TOPS,Women Blouses,shirt,blue and white,geometric,regular,regular fit,lapel,long sleeve,regular sleeve,-,-,button front,elegant
TOPS,Women Tank Tops & Camis,cami,black and white,plain,regular,regular fit,spaghetti strap,-,-,-,-,contrast lace|rib-knit,elegant
TOPS,Women Blouses,shirt,black,plain,regular,regular fit,collar,short sleeve,batwing sleeve,-,-,button front,elegant
TOPS,Women Blouses,shirt,black,plain,regular,regular fit,collar,long sleeve,regular sleeve,-,-,button front,elegant
TOPS,Women Blouses,top,black,plain,regular,regular fit,notched,long sleeve,bishop sleeve,-,-,-,elegant
TOPS,Women Tops,-,black,polka dot,regular,regular fit,round neck,long sleeve,bishop sleeve,-,-,sheer,elegant
TOPS,Women Tops,-,black,plain,regular,slim fit,round neck,long sleeve,puff sleeve,-,-,rib-knit,elegant
TOPS,Women Blouses,top,black,plain,regular,regular fit,round neck,short sleeve,puff sleeve,-,-,pearls|cut out|beaded|button,elegant
TOPS,Women Tops,-,black,plain,regular,slim fit,scoop neck,long sleeve,bishop sleeve,-,-,contrast mesh,elegant
TOPS,Women Tank Tops & Camis,cami,black,plain,regular,regular fit,spaghetti strap,-,-,-,-,embroidery|contrast mesh,elegant
TOPS,Women Tops,-,black,polka dot,regular,slim fit,square neck,long sleeve,bishop sleeve,-,-,contrast mesh|sheer,elegant
TOPS,Women Tops,-,black,plain,regular,slim fit,square neck,long sleeve,-,-,-,frill|ruched|sheer,elegant
TOPS,Women Tops,-,black,plain,regular,slim fit,square neck,long sleeve,leg-of-mutton sleeve,-,-,frill|ruched|sheer,elegant
TOPS,Women Tops,-,black,plain,regular,slim fit,stand collar,long sleeve,regular sleeve,-,-,-,elegant
TOPS,Women Tops,-,black,plain,regular,slim fit,stand collar,long sleeve,raglan sleeve,-,-,contrast mesh,elegant
TOPS,Women Blouses,top,black,heart|all over print,regular,regular fit,stand collar,long sleeve,bishop sleeve,-,-,ruffle hem|button,elegant
TOPS,Women Tops,-,black,plain,regular,slim fit,strapless,sleeveless,-,-,-,ruched|zipper,elegant
TOPS,Women T-Shirts,-,black,plain,regular,slim fit,sweetheart,long sleeve,flounce sleeve,asymmetrical,-,asymmetrical|lettuce trim|twist,elegant
TOPS,Women Blouses,shirt,black,polka dot,regular,regular fit,tie neck,long sleeve,regular sleeve,-,-,contrast mesh|tie front|button front,elegant
TOPS,Women Tops,-,black,plain,regular,regular fit,v neck,long sleeve,bishop sleeve,-,-,contrast lace|tie back,elegant
TOPS,Women Blouses,top,black,plain,regular,regular fit,v neck,long sleeve,regular sleeve,-,-,pleated,elegant
TOPS,Women Blouses,shirt,beige,plain,regular,regular fit,v neck,long sleeve,puff sleeve,-,-,contrast lace,elegant
TOPS,Women Blouses,top,baby pink,heart,regular,regular fit,stand collar,long sleeve,bishop sleeve,-,-,frill,elegant
TOPS,Women Blouses,top,baby blue,floral,regular,regular fit,stand collar,long sleeve,flounce sleeve,-,-,ruffle neck,elegant
TOPS,Women Blouses,top,apricot,plain,regular,regular fit,stand collar,long sleeve,bishop sleeve,-,-,fake buttons,elegant
TOPS,Women Blouses,top,apricot,plain,regular,regular fit,v neck,sleeveless,-,-,-,-,elegant
TOPS,Women Blouses,top,rust brown,plain,long,regular fit,stand collar,long sleeve,bishop sleeve,-,-,sheer,elegant
TOPS,Women Blouses,tunic,mint green,plain,long,oversized,collar,long sleeve,drop shoulder,-,-,button front,elegant
TOPS,Women Blouses,shirt,dusty blue,plain,long,oversized,collar,long sleeve,bishop sleeve,-,-,button front,elegant
TOPS,Women Blouses,tunic,black,plain,long,regular fit,collar,long sleeve,regular sleeve,-,-,button front,elegant
TOPS,Women Knit Tops,-,dusty blue,colorblock,crop,slim fit,spaghetti strap,sleeveless,-,-,-,frill|lace up|ruffle hem|rib-knit,elegant
TOPS,Women Tank Tops & Camis,cami,dark green,plain,crop,slim fit,spaghetti strap,-,-,-,-,contrast lace,elegant
TOPS,Women Tops,-,dark green,plain,crop,slim fit,sweetheart,long sleeve,bishop sleeve,-,-,ruched bust,elegant
TOPS,Women Tank Tops & Camis,cami,chocolate brown,plain,crop,slim fit,spaghetti strap,-,-,-,-,contrast lace|rib-knit,elegant
TOPS,Women Tank Tops & Camis,cami,black and white,animal,crop,slim fit,spaghetti strap,-,-,-,-,contrast lace|lettuce trim,elegant
TOPS,Women Blouses,top,black,plain,crop,slim fit,scoop neck,long sleeve,bishop sleeve,-,-,tie back|wrap|ruched bust,elegant
TOPS,Women Tank Tops & Camis,cami,black,plain,crop,slim fit,straps,-,-,-,-,contrast lace,elegant
TOPS,Women Tank Tops & Camis,cami,beige,floral,crop,regular fit,spaghetti strap,-,-,-,-,embroidery|appliques|zipper,elegant
TOPS,Women Knit Tops,-,apricot,plain,crop,slim fit,collar,short sleeve,regular sleeve,-,-,button front,elegant
TOPS,Women Tank Tops & Camis,tank,apricot,plain,crop,slim fit,scoop neck,-,-,-,-,contrast lace|rib-knit,elegant
TOPS,Women Bodysuits,shirt,white,plain,-,regular fit,v neck,long sleeve,bishop sleeve,-,natural,wrap,elegant
TOPS,Women Bodysuits,tee,light grey,plain,-,skinny,stand collar,long sleeve,regular sleeve,-,natural,lettuce trim|rib-knit,elegant
TOPS,Women Bodysuits,tee,khaki,plain,-,skinny,stand collar,long sleeve,leg-of-mutton sleeve,-,natural,rib-knit,elegant
TOPS,Women Bodysuits,tee,green,plain,-,skinny,deep v neck,long sleeve,regular sleeve,-,natural,wrap|ruched,elegant
TOPS,Women Bodysuits,tee,black,plain,-,skinny,asymmetrical neck,long sleeve,regular sleeve,-,natural,-,elegant
TOPS,Women Bodysuits,tee,black,plain,-,skinny,asymmetrical neck,long sleeve,regular sleeve,-,natural,cut out,elegant
TOPS,Women Bodysuits,tee,black,plain,-,skinny,deep v neck,long sleeve,regular sleeve,-,drop waist,-,elegant
TOPS,Women Bodysuits,shirt,black,plain,-,regular fit,deep v neck,long sleeve,bishop sleeve,-,natural,wrap|contrast mesh,elegant
TOPS,Women Bodysuits,-,black,plain,-,skinny,high neck,long sleeve,-,-,natural,-,elegant
TOPS,Women Bodysuits,tee,black,plain,-,skinny,high neck,long sleeve,regular sleeve,-,natural,-,elegant
TOPS,Women Bodysuits,tee,black,plain,-,skinny,off the shoulder,long sleeve,regular sleeve,-,high waist,contrast mesh|ruched|sheer,elegant
TOPS,Women Bodysuits,tee,black,plain,-,skinny,round neck,long sleeve,regular sleeve,-,natural,lettuce trim|rib-knit,elegant
TOPS,Women Bodysuits,other,black,polka dot,-,skinny,round neck,long sleeve,bishop sleeve,-,natural,sheer,elegant
TOPS,Women Bodysuits,tee,black,plain,-,skinny,stand collar,short sleeve,butterfly sleeve,-,natural,tiered layer|exaggerated ruffle,elegant
TOPS,Women Bodysuits,tee,black,plain,-,skinny,stand collar,long sleeve,regular sleeve,-,natural,ruched,elegant
TOPS,Women Bodysuits,shirt,black,plain,-,regular fit,v neck,long sleeve,bishop sleeve,-,high waist,-,elegant
TOPS,Women Blouses,shirt,dusty pink,plain,regular,regular fit,collar,long sleeve,regular sleeve,-,-,contrast faux fur|button front,glamorous
TOPS,Women Tops,-,white,polka dot,crop,slim fit,spaghetti strap,-,-,flared,-,fake buttons|contrast lace|ruffle,glamorous
TOPS,Women Blouses,top,rust brown,plain,crop,regular fit,asymmetrical neck,long sleeve,bishop sleeve,-,-,asymmetrical,glamorous
TOPS,Women Tops,-,pink,plain,crop,slim fit,strapless,sleeveless,-,-,-,contrast faux fur,glamorous
TOPS,Women Tops,-,multicolor,floral,crop,slim fit,strapless,sleeveless,-,-,-,-,glamorous
TOPS,Women Tops,-,hot pink,plain,crop,slim fit,one shoulder,sleeveless,-,-,-,asymmetrical|ruched,glamorous
TOPS,Women Tops,-,black,plain,crop,slim fit,deep v neck,long sleeve,regular sleeve,-,-,twist,glamorous
TOPS,Women Tank Tops & Camis,cami,black,plain,crop,slim fit,spaghetti strap,-,-,-,-,backless,glamorous
TOPS,Women Tops,-,black,plain,crop,slim fit,strapless,sleeveless,-,-,-,contrast faux fur,glamorous
TOPS,Women Bodysuits,tee,black,plain,-,skinny,deep v neck,long sleeve,regular sleeve,-,-,-,glamorous
TOPS,Women Bodysuits,cami,black,plain,-,skinny,halter,sleeveless,-,-,natural,fringe,glamorous
